Roll_No,Semester,Subject,Internal,External,Total,Grade
IT2022056,5,Cyber Security,24,62,86,A+
IT2022056,5,Business Intelligence,26,66,92,O
IT2022057,5,Machine Learning,26,52,78,A
IT2022057,5,Big Data Analytics,24,53,77,A
IT2022057,5,Cyber Security,20,48,68,B+
IT2022057,5,Business Intelligence,23,50,73,A
IT2022058,5,Machine Learning,16,26,42,C
IT2022058,5,Big Data Analytics,13,28,41,C
IT2022058,5,Cyber Security,16,28,44,C
IT2022058,5,Business Intelligence,13,36,49,C
IT2022059,5,Machine Learning,16,47,63,B+
IT2022059,5,Big Data Analytics,15,45,60,B+
IT2022059,5,Cyber Security,16,47,63,B+
IT2022059,5,Business Intelligence,22,45,67,B+
IT2022060,5,Machine Learning,28,59,87,A+
IT2022060,5,Big Data Analytics,24,56,80,A+
IT2022060,5,Cyber Security,27,70,97,O
IT2022060,5,Business Intelligence,30,60,90,O
IT2021001,6,Deep Learning,17,46,63,B+
IT2021001,6,Data Science,16,41,57,B
IT2021001,6,Major Project,20,43,63,B+
IT2021001,6,Professional Ethics,21,44,65,B+
IT2021002,6,Deep Learning,26,67,93,O
IT2021002,6,Data Science,26,69,95,O
IT2021002,6,Major Project,25,68,93,O
IT2021002,6,Professional Ethics,29,64,93,O
IT2021003,6,Deep Learning,15,36,51,B
IT2021003,6,Data Science,13,28,41,C
IT2021003,6,Major Project,14,35,49,C
IT2021003,6,Professional Ethics,12,36,48,C
IT2021004,6,Deep Learning,17,43,60,B+
IT2021004,6,Data Science,20,46,66,B+
IT2021004,6,Major Project,20,43,63,B+
IT2021004,6,Professional Ethics,21,45,66,B+
IT2021005,6,Deep Learning,19,48,67,B+
IT2021005,6,Data Science,15,43,58,B
IT2021005,6,Major Project,15,41,56,B
IT2021005,6,Professional Ethics,15,45,60,B+
IT2021006,6,Deep Learning,21,52,73,A
IT2021006,6,Data Science,26,50,76,A
IT2021006,6,Major Project,25,52,77,A
IT2021006,6,Professional Ethics,26,48,74,A
IT2021007,6,Deep Learning,30,64,94,O
IT2021007,6,Data Science,30,56,86,A+
IT2021007,6,Major Project,30,69,99,O
IT2021007,6,Professional Ethics,28,62,90,O
IT2021008,6,Deep Learning,24,54,78,A
IT2021008,6,Data Science,24,52,76,A
IT2021008,6,Major Project,25,48,73,A
IT2021008,6,Professional Ethics,23,54,77,A
IT2021009,6,Deep Learning,15,33,48,C
IT2021009,6,Data Science,10,36,46,C
IT2021009,6,Major Project,13,34,47,C
IT2021009,6,Professional Ethics,13,35,48,C
IT2021010,6,Deep Learning,22,57,79,A
IT2021010,6,Data Science,25,57,82,A+
IT2021010,6,Major Project,26,51,77,A
IT2021010,6,Professional Ethics,23,50,73,A
IT2021011,6,Deep Learning,11,27,38,F
IT2021011,6,Data Science,18,26,44,C
IT2021011,6,Major Project,10,31,41,C
IT2021011,6,Professional Ethics,18,29,47,C
IT2021012,6,Deep Learning,17,44,61,B+
IT2021012,6,Data Science,15,40,55,B
IT2021012,6,Major Project,17,35,52,B
IT2021012,6,Professional Ethics,20,44,64,B+
IT2021013,6,Deep Learning,14,32,46,C
IT2021013,6,Data Science,18,30,48,C
IT2021013,6,Major Project,15,33,48,C
IT2021013,6,Professional Ethics,12,33,45,C
IT2021014,6,Deep Learning,26,56,82,A+
IT2021014,6,Data Science,23,56,79,A
IT2021014,6,Major Project,23,49,72,A
IT2021014,6,Professional Ethics,21,51,72,A
IT2021015,6,Deep Learning,20,40,60,B+
IT2021015,6,Data Science,19,38,57,B
IT2021015,6,Major Project,22,43,65,B+
IT2021015,6,Professional Ethics,16,45,61,B+
IT2021016,6,Deep Learning,22,38,60,B+
IT2021016,6,Data Science,18,35,53,B
IT2021016,6,Major Project,21,47,68,B+
IT2021016,6,Professional Ethics,21,39,60,B+
IT2021017,6,Deep Learning,19,35,54,B
IT2021017,6,Data Science,20,43,63,B+
IT2021017,6,Major Project,22,42,64,B+
IT2021017,6,Professional Ethics,19,45,64,B+
IT2021018,6,Deep Learning,15,33,48,C
IT2021018,6,Data Science,11,27,38,F
IT2021018,6,Major Project,18,25,43,C
IT2021018,6,Professional Ethics,11,28,39,F
IT2021019,6,Deep Learning,18,48,66,B+
IT2021019,6,Data Science,16,38,54,B
IT2021019,6,Major Project,21,45,66,B+
IT2021019,6,Professional Ethics,17,35,52,B
IT2021020,6,Deep Learning,20,35,55,B
IT2021020,6,Data Science,16,35,51,B
IT2021020,6,Major Project,19,43,62,B+
IT2021020,6,Professional Ethics,18,39,57,B
IT2021021,6,Deep Learning,16,32,48,C
IT2021021,6,Data Science,16,31,47,C
IT2021021,6,Major Project,10,31,41,C
IT2021021,6,Professional Ethics,18,25,43,C
IT2021022,6,Deep Learning,25,57,82,A+
IT2021022,6,Data Science,26,57,83,A+
IT2021022,6,Major Project,25,49,74,A
IT2021022,6,Professional Ethics,24,49,73,A
IT2021023,6,Deep Learning,19,44,63,B+
IT2021023,6,Data Science,19,47,66,B+
IT2021023,6,Major Project,21,41,62,B+
IT2021023,6,Professional Ethics,22,37,59,B
IT2021024,6,Deep Learning,18,37,55,B
IT2021024,6,Data Science,19,45,64,B+
IT2021024,6,Major Project,19,45,64,B+
IT2021024,6,Professional Ethics,15,43,58,B
IT2021025,6,Deep Learning,21,49,70,A
IT2021025,6,Data Science,20,57,77,A
IT2021025,6,Major Project,23,56,79,A
IT2021025,6,Professional Ethics,20,52,72,A
IT2021026,6,Deep Learning,20,38,58,B
IT2021026,6,Data Science,17,37,54,B
IT2021026,6,Major Project,18,44,62,B+
IT2021026,6,Professional Ethics,18,36,54,B
IT2021027,6,Deep Learning,25,57,82,A+
IT2021027,6,Data Science,20,56,76,A
IT2021027,6,Major Project,25,56,81,A+
IT2021027,6,Professional Ethics,22,58,80,A+
IT2021028,6,Deep Learning,14,26,40,C
IT2021028,6,Data Science,17,30,47,C
IT2021028,6,Major Project,12,35,47,C
IT2021028,6,Professional Ethics,13,26,39,F
IT2021029,6,Deep Learning,28,57,85,A+
IT2021029,6,Data Science,26,70,96,O
IT2021029,6,Major Project,26,64,90,O
IT2021029,6,Professional Ethics,25,66,91,O
IT2021030,6,Deep Learning,21,37,58,B
IT2021030,6,Data Science,20,38,58,B
IT2021030,6,Major Project,21,39,60,B+
IT2021030,6,Professional Ethics,17,45,62,B+
IT2021031,6,Deep Learning,17,32,49,C
IT2021031,6,Data Science,15,37,52,B
IT2021031,6,Major Project,17,33,50,B
IT2021031,6,Professional Ethics,12,35,47,C
IT2021032,6,Deep Learning,11,38,49,C
IT2021032,6,Data Science,12,33,45,C
IT2021032,6,Major Project,14,36,50,B
IT2021032,6,Professional Ethics,11,36,47,C
IT2021033,6,Deep Learning,20,56,76,A
IT2021033,6,Data Science,20,57,77,A
IT2021033,6,Major Project,23,57,80,A+
IT2021033,6,Professional Ethics,20,56,76,A
IT2021034,6,Deep Learning,18,33,51,B
IT2021034,6,Data Science,12,30,42,C
IT2021034,6,Major Project,13,37,50,B
IT2021034,6,Professional Ethics,14,27,41,C
IT2021035,6,Deep Learning,18,33,51,B
IT2021035,6,Data Science,16,30,46,C
IT2021035,6,Major Project,10,35,45,C
IT2021035,6,Professional Ethics,12,37,49,C
IT2021036,6,Deep Learning,17,42,59,B
IT2021036,6,Data Science,17,44,61,B+
IT2021036,6,Major Project,17,46,63,B+
IT2021036,6,Professional Ethics,20,35,55,B
IT2021037,6,Deep Learning,22,38,60,B+
IT2021037,6,Data Science,19,40,59,B
IT2021037,6,Major Project,15,45,60,B+
IT2021037,6,Professional Ethics,20,41,61,B+
IT2021038,6,Deep Learning,17,25,42,C
IT2021038,6,Data Science,15,26,41,C
IT2021038,6,Major Project,14,38,52,B
IT2021038,6,Professional Ethics,18,34,52,B
IT2021039,6,Deep Learning,27,67,94,O
IT2021039,6,Data Science,28,57,85,A+
IT2021039,6,Major Project,26,67,93,O
IT2021039,6,Professional Ethics,28,67,95,O
IT2021040,6,Deep Learning,20,42,62,B+
IT2021040,6,Data Science,15,43,58,B
IT2021040,6,Major Project,22,37,59,B
IT2021040,6,Professional Ethics,16,43,59,B
IT2021041,6,Deep Learning,21,50,71,A
IT2021041,6,Data Science,21,53,74,A
IT2021041,6,Major Project,25,49,74,A
IT2021041,6,Professional Ethics,21,54,75,A
IT2021042,6,Deep Learning,26,58,84,A+
IT2021042,6,Data Science,29,70,99,O
IT2021042,6,Major Project,25,60,85,A+
IT2021042,6,Professional Ethics,30,68,98,O
IT2021043,6,Deep Learning,21,48,69,B+
IT2021043,6,Data Science,24,57,81,A+
IT2021043,6,Major Project,21,58,79,A
IT2021043,6,Professional Ethics,20,57,77,A
IT2021044,6,Deep Learning,15,37,52,B
IT2021044,6,Data Science,17,43,60,B+
IT2021044,6,Major Project,15,46,61,B+
IT2021044,6,Professional Ethics,16,38,54,B
IT2021045,6,Deep Learning,24,55,79,A
IT2021045,6,Data Science,23,50,73,A
IT2021045,6,Major Project,26,54,80,A+
IT2021045,6,Professional Ethics,21,57,78,A
IT2021046,6,Deep Learning,12,34,46,C
IT2021046,6,Data Science,14,27,41,C
IT2021046,6,Major Project,17,34,51,B
IT2021046,6,Professional Ethics,11,28,39,F
IT2021047,6,Deep Learning,21,37,58,B
IT2021047,6,Data Science,15,38,53,B
IT2021047,6,Major Project,21,48,69,B+
IT2021047,6,Professional Ethics,16,37,53,B
IT2021048,6,Deep Learning,15,47,62,B+
IT2021048,6,Data Science,16,36,52,B
IT2021048,6,Major Project,17,44,61,B+
IT2021048,6,Professional Ethics,15,47,62,B+
IT2021049,6,Deep Learning,21,40,61,B+
IT2021049,6,Data Science,21,38,59,B
IT2021049,6,Major Project,21,40,61,B+
IT2021049,6,Professional Ethics,16,41,57,B
IT2021050,6,Deep Learning,14,32,46,C
IT2021050,6,Data Science,11,29,40,C
IT2021050,6,Major Project,18,31,49,C
IT2021050,6,Professional Ethics,13,25,38,F
IT2021051,6,Deep Learning,28,58,86,A+
IT2021051,6,Data Science,24,67,91,O
IT2021051,6,Major Project,25,65,90,O
IT2021051,6,Professional Ethics,26,58,84,A+
IT2021052,6,Deep Learning,23,58,81,A+
IT2021052,6,Data Science,22,52,74,A
IT2021052,6,Major Project,24,54,78,A
IT2021052,6,Professional Ethics,22,57,79,A
IT2021053,6,Deep Learning,25,54,79,A
IT2021053,6,Data Science,21,54,75,A
IT2021053,6,Major Project,26,56,82,A+
IT2021053,6,Professional Ethics,21,53,74,A
IT2021054,6,Deep Learning,18,32,50,B
IT2021054,6,Data Science,14,34,48,C
IT2021054,6,Major Project,16,36,52,B
IT2021054,6,Professional Ethics,11,36,47,C
IT2021055,6,Deep Learning,23,50,73,A
IT2021055,6,Data Science,21,56,77,A
IT2021055,6,Major Project,26,53,79,A
IT2021055,6,Professional Ethics,24,57,81,A+
IT2021056,6,Deep Learning,25,48,73,A
IT2021056,6,Data Science,23,58,81,A+
IT2021056,6,Major Project,26,49,75,A
IT2021056,6,Professional Ethics,21,55,76,A
IT2021057,6,Deep Learning,16,26,42,C
IT2021057,6,Data Science,14,28,42,C
IT2021057,6,Major Project,11,34,45,C
IT2021057,6,Professional Ethics,16,31,47,C
IT2021058,6,Deep Learning,29,64,93,O
IT2021058,6,Data Science,24,60,84,A+
IT2021058,6,Major Project,27,69,96,O
IT2021058,6,Professional Ethics,25,64,89,A+
IT2021059,6,Deep Learning,15,47,62,B+
IT2021059,6,Data Science,18,44,62,B+
IT2021059,6,Major Project,15,40,55,B
IT2021059,6,Professional Ethics,15,37,52,B
IT2021060,6,Deep Learning,19,47,66,B+
IT2021060,6,Data Science,20,45,65,B+
IT2021060,6,Major Project,21,44,65,B+
IT2021060,6,Professional Ethics,15,46,61,B+
