Roll_No,Semester,Subject,Attendance
IT2022002,1,Python Programming,77.5
IT2022002,2,Data Structures,79.9
IT2022002,2,Database Management Systems,81.8
IT2022002,2,Statistics,81.2
IT2022002,2,Web Development,85.1
IT2022002,3,Computer Networks,80.5
IT2022002,3,Operating Systems,85.4
IT2022002,3,Python for Data Analytics,80.9
IT2022002,3,Software Engineering,79.0
IT2022002,4,Artificial Intelligence,86.9
IT2022002,4,Cloud Computing,81.7
IT2022002,4,Data Visualization,80.8
IT2022002,4,Java Programming,86.1
IT2022002,5,Big Data Analytics,87.0
IT2022002,5,Business Intelligence,75.0
IT2022002,5,Cyber Security,81.0
IT2022002,5,Machine Learning,85.0
IT2022003,1,Communication Skills,90.3
IT2022003,1,Digital Electronics,94.3
IT2022003,1,Mathematics I,84.5
IT2022003,1,Python Programming,84.4
IT2022003,2,Data Structures,84.3
IT2022003,2,Database Management Systems,89.2
IT2022003,2,Statistics,93.9
IT2022003,2,Web Development,96.6
IT2022003,3,Computer Networks,85.6
IT2022003,3,Operating Systems,88.5
IT2022003,3,Python for Data Analytics,89.7
IT2022003,3,Software Engineering,88.1
IT2022003,4,Artificial Intelligence,91.9
IT2022003,4,Cloud Computing,90.7
IT2022003,4,Data Visualization,85.6
IT2022003,4,Java Programming,87.0
IT2022003,5,Big Data Analytics,86.0
IT2022003,5,Business Intelligence,94.0
IT2022003,5,Cyber Security,91.0
IT2022003,5,Machine Learning,86.0
IT2022004,1,Communication Skills,80.4
IT2022004,1,Digital Electronics,79.0
IT2022004,1,Mathematics I,84.4
IT2022004,1,Python Programming,83.5
IT2022004,2,Data Structures,78.8
IT2022004,2,Database Management Systems,79.7
IT2022004,2,Statistics,84.0
IT2022004,2,Web Development,80.6
IT2022004,3,Computer Networks,83.0
IT2022004,3,Operating Systems,76.9
IT2022004,3,Python for Data Analytics,81.7
IT2022004,3,Software Engineering,79.8
IT2022004,4,Artificial Intelligence,81.7
IT2022004,4,Cloud Computing,88.6
IT2022004,4,Data Visualization,82.5
IT2022004,4,Java Programming,79.6
IT2022004,5,Big Data Analytics,88.0
IT2022004,5,Business Intelligence,86.0
IT2022004,5,Cyber Security,71.0
IT2022004,5,Machine Learning,81.0
IT2022005,1,Communication Skills,91.6
IT2022005,1,Digital Electronics,90.0
IT2022005,1,Mathematics I,96.4
IT2022005,1,Python Programming,88.0
IT2022005,2,Data Structures,90.6
IT2022005,2,Database Management Systems,88.6
IT2022005,2,Statistics,81.2
IT2022005,2,Web Development,91.7
IT2022005,3,Computer Networks,91.4
IT2022005,3,Operating Systems,89.6
IT2022005,3,Python for Data Analytics,90.2
IT2022005,3,Software Engineering,88.9
IT2022005,4,Artificial Intelligence,91.6
IT2022005,4,Cloud Computing,92.3
IT2022005,4,Data Visualization,93.9
IT2022005,4,Java Programming,93.2
IT2022005,5,Big Data Analytics,91.0
IT2022005,5,Business Intelligence,95.0
IT2022005,5,Cyber Security,86.0
IT2022005,5,Machine Learning,92.0
IT2022006,1,Communication Skills,92.8
IT2022006,1,Digital Electronics,89.1
IT2022006,1,Mathematics I,95.6
IT2022006,1,Python Programming,85.0
IT2022006,2,Data Structures,94.3
IT2022006,2,Database Management Systems,91.5
IT2022006,2,Statistics,91.7
IT2022006,2,Web Development,88.3
IT2022006,3,Computer Networks,91.3
IT2022006,3,Operating Systems,92.0
IT2022006,3,Python for Data Analytics,86.0
IT2022006,3,Software Engineering,94.1
IT2022006,4,Artificial Intelligence,91.3
IT2022006,4,Cloud Computing,96.1
IT2022006,4,Data Visualization,89.8
IT2022006,4,Java Programming,94.5
IT2022006,5,Big Data Analytics,94.0
IT2022006,5,Business Intelligence,94.0
IT2022006,5,Cyber Security,91.0
IT2022006,5,Machine Learning,90.0
IT2022007,1,Communication Skills,83.5
IT2022007,1,Digital Electronics,89.1
IT2022007,1,Mathematics I,85.7
IT2022007,1,Python Programming,86.7
IT2022007,2,Data Structures,82.0
IT2022007,2,Database Management Systems,89.3
IT2022007,2,Statistics,85.1
IT2022007,2,Web Development,88.7
IT2022007,3,Computer Networks,84.7
IT2022007,3,Operating Systems,80.5
IT2022007,3,Python for Data Analytics,85.2
IT2022007,3,Software Engineering,84.5
IT2022007,4,Artificial Intelligence,84.6
IT2022007,4,Cloud Computing,76.4
IT2022007,4,Data Visualization,81.7
IT2022007,4,Java Programming,83.3
IT2022007,5,Big Data Analytics,84.0
IT2022007,5,Business Intelligence,85.0
IT2022007,5,Cyber Security,83.0
IT2022007,5,Machine Learning,84.0
IT2022008,1,Communication Skills,78.9
IT2022008,1,Digital Electronics,85.1
IT2022008,1,Mathematics I,77.9
IT2022008,1,Python Programming,77.2
IT2022008,2,Data Structures,83.1
IT2022008,2,Database Management Systems,86.0
IT2022008,2,Statistics,78.7
IT2022008,2,Web Development,80.8
IT2022008,3,Computer Networks,78.4
IT2022008,3,Operating Systems,83.3
IT2022008,3,Python for Data Analytics,76.4
IT2022008,3,Software Engineering,84.3
IT2022008,4,Artificial Intelligence,80.6
IT2022008,4,Cloud Computing,77.9
IT2022008,4,Data Visualization,85.7
IT2022008,4,Java Programming,82.5
IT2022008,5,Big Data Analytics,72.0
IT2022008,5,Business Intelligence,80.0
IT2022008,5,Cyber Security,87.0
IT2022008,5,Machine Learning,89.0
IT2022009,1,Communication Skills,87.4
IT2022009,1,Digital Electronics,82.8
IT2022009,1,Mathematics I,87.8
IT2022009,1,Python Programming,85.7
IT2022009,2,Data Structures,85.4
IT2022009,2,Database Management Systems,88.2
IT2022009,2,Statistics,84.5
IT2022009,2,Web Development,86.1
IT2022009,3,Computer Networks,81.9
IT2022009,3,Operating Systems,89.6
IT2022009,3,Python for Data Analytics,84.8
IT2022009,3,Software Engineering,84.5
IT2022009,4,Artificial Intelligence,85.4
IT2022009,4,Cloud Computing,87.3
IT2022009,4,Data Visualization,87.9
IT2022009,4,Java Programming,90.4
IT2022009,5,Big Data Analytics,89.0
IT2022009,5,Business Intelligence,88.0
IT2022009,5,Cyber Security,83.0
IT2022009,5,Machine Learning,84.0
IT2022010,1,Communication Skills,87.1
IT2022010,1,Digital Electronics,76.3
IT2022010,1,Mathematics I,85.9
IT2022010,1,Python Programming,80.6
IT2022010,2,Data Structures,86.7
IT2022010,2,Database Management Systems,75.9
IT2022010,2,Statistics,83.4
IT2022010,2,Web Development,87.4
IT2022010,3,Computer Networks,80.5
IT2022010,3,Operating Systems,84.6
IT2022010,3,Python for Data Analytics,83.1
IT2022010,3,Software Engineering,91.9
IT2022010,4,Artificial Intelligence,82.1
IT2022010,4,Cloud Computing,85.7
IT2022010,4,Data Visualization,81.5
IT2022010,4,Java Programming,81.2
IT2022010,5,Big Data Analytics,79.0
IT2022010,5,Business Intelligence,85.0
IT2022010,5,Cyber Security,78.0
IT2022010,5,Machine Learning,88.0
IT2022011,1,Communication Skills,69.3
IT2022011,1,Digital Electronics,67.9
IT2022011,1,Mathematics I,67.7
IT2022011,1,Python Programming,65.6
IT2022011,2,Data Structures,59.8
IT2022011,2,Database Management Systems,70.4
IT2022011,2,Statistics,68.7
IT2022011,2,Web Development,66.7
IT2022011,3,Computer Networks,64.5
IT2022011,3,Operating Systems,62.3
IT2022011,3,Python for Data Analytics,65.7
IT2022011,3,Software Engineering,67.5
IT2022011,4,Artificial Intelligence,69.3
IT2022011,4,Cloud Computing,66.4
IT2022011,4,Data Visualization,61.4
IT2022011,4,Java Programming,67.0
IT2022011,5,Big Data Analytics,64.0
IT2022011,5,Business Intelligence,67.0
IT2022011,5,Cyber Security,72.0
IT2022011,5,Machine Learning,65.0
IT2022012,1,Communication Skills,90.9
IT2022012,1,Digital Electronics,93.5
IT2022012,1,Mathematics I,91.8
IT2022012,1,Python Programming,88.3
IT2022012,2,Data Structures,85.1
IT2022012,2,Database Management Systems,84.0
IT2022012,2,Statistics,88.8
IT2022012,2,Web Development,93.1
IT2022012,3,Computer Networks,88.9
IT2022012,3,Operating Systems,95.6
IT2022012,3,Python for Data Analytics,88.9
IT2022012,3,Software Engineering,86.5
IT2022012,4,Artificial Intelligence,88.8
IT2022012,4,Cloud Computing,91.6
IT2022012,4,Data Visualization,85.2
IT2022012,4,Java Programming,88.2
IT2022012,5,Big Data Analytics,87.0
IT2022012,5,Business Intelligence,95.0
IT2022012,5,Cyber Security,86.0
IT2022012,5,Machine Learning,86.0
IT2022013,1,Communication Skills,87.9
IT2022013,1,Digital Electronics,80.3
IT2022013,1,Mathematics I,83.0
IT2022013,1,Python Programming,86.2
IT2022013,2,Data Structures,84.0
IT2022013,2,Database Management Systems,83.4
IT2022013,2,Statistics,86.0
IT2022013,2,Web Development,88.2
IT2022013,3,Computer Networks,85.0
IT2022013,3,Operating Systems,90.7
IT2022013,3,Python for Data Analytics,87.9
IT2022013,3,Software Engineering,84.5
IT2022013,4,Artificial Intelligence,81.3
IT2022013,4,Cloud Computing,82.9
IT2022013,4,Data Visualization,83.0
IT2022013,4,Java Programming,87.1
IT2022013,5,Big Data Analytics,84.0
IT2022013,5,Business Intelligence,86.0
IT2022013,5,Cyber Security,94.0
IT2022013,5,Machine Learning,83.0
IT2022014,1,Communication Skills,79.1
IT2022014,1,Digital Electronics,76.3
IT2022014,1,Mathematics I,70.5
IT2022014,1,Python Programming,76.2
IT2022014,2,Data Structures,77.5
IT2022014,2,Database Management Systems,73.6
IT2022014,2,Statistics,72.7
IT2022014,2,Web Development,76.6
IT2022014,3,Computer Networks,73.6
IT2022014,3,Operating Systems,70.5
IT2022014,3,Python for Data Analytics,75.8
IT2022014,3,Software Engineering,76.3
IT2022014,4,Artificial Intelligence,78.5
IT2022014,4,Cloud Computing,75.2
IT2022014,4,Data Visualization,75.2
IT2022014,4,Java Programming,70.6
IT2022014,5,Big Data Analytics,76.0
IT2022014,5,Business Intelligence,71.0
IT2022014,5,Cyber Security,85.0
IT2022014,5,Machine Learning,72.0
IT2022015,1,Communication Skills,75.4
IT2022015,1,Digital Electronics,79.6
IT2022015,1,Mathematics I,77.9
IT2022015,1,Python Programming,78.0
IT2022015,2,Data Structures,76.0
IT2022015,2,Database Management Systems,70.1
IT2022015,2,Statistics,79.1
IT2022015,2,Web Development,83.3
IT2022015,3,Computer Networks,75.5
IT2022015,3,Operating Systems,79.0
IT2022015,3,Python for Data Analytics,79.0
IT2022015,3,Software Engineering,76.9
IT2022015,4,Artificial Intelligence,75.9
IT2022015,4,Cloud Computing,76.7
IT2022015,4,Data Visualization,77.3
IT2022015,4,Java Programming,77.0
IT2022015,5,Big Data Analytics,86.0
IT2022015,5,Business Intelligence,71.0
IT2022015,5,Cyber Security,76.0
IT2022015,5,Machine Learning,79.0
IT2022016,1,Communication Skills,74.3
IT2022016,1,Digital Electronics,71.0
IT2022016,1,Mathematics I,79.5
IT2022016,1,Python Programming,72.2
IT2022016,2,Data Structures,69.5
IT2022016,2,Database Management Systems,81.2
IT2022016,2,Statistics,72.2
IT2022016,2,Web Development,69.7
IT2022016,3,Computer Networks,69.8
IT2022016,3,Operating Systems,75.3
IT2022016,3,Python for Data Analytics,71.6
IT2022016,3,Software Engineering,76.2
IT2022016,4,Artificial Intelligence,72.6
IT2022016,4,Cloud Computing,75.6
IT2022016,4,Data Visualization,73.0
IT2022016,4,Java Programming,69.0
IT2022016,5,Big Data Analytics,66.0
IT2022016,5,Business Intelligence,80.0
IT2022016,5,Cyber Security,74.0
IT2022016,5,Machine Learning,74.0
IT2022017,1,Communication Skills,83.7
IT2022017,1,Digital Electronics,76.0
IT2022017,1,Mathematics I,77.0
IT2022017,1,Python Programming,75.5
IT2022017,2,Data Structures,75.2
IT2022017,2,Database Management Systems,78.5
IT2022017,2,Statistics,78.0
IT2022017,2,Web Development,76.1
IT2022017,3,Computer Networks,81.1
IT2022017,3,Operating Systems,75.5
IT2022017,3,Python for Data Analytics,82.1
IT2022017,3,Software Engineering,77.5
IT2022017,4,Artificial Intelligence,77.1
IT2022017,4,Cloud Computing,79.3
IT2022017,4,Data Visualization,75.0
IT2022017,4,Java Programming,79.6
IT2022017,5,Big Data Analytics,85.0
IT2022017,5,Business Intelligence,75.0
IT2022017,5,Cyber Security,85.0
IT2022017,5,Machine Learning,70.0
IT2022018,1,Communication Skills,83.7
IT2022018,1,Digital Electronics,87.7
IT2022018,1,Mathematics I,92.0
IT2022018,1,Python Programming,90.4
IT2022018,2,Data Structures,88.8
IT2022018,2,Database Management Systems,84.1
IT2022018,2,Statistics,87.1
IT2022018,2,Web Development,85.2
IT2022018,3,Computer Networks,86.9
IT2022018,3,Operating Systems,81.9
IT2022018,3,Python for Data Analytics,89.9
IT2022018,3,Software Engineering,93.7
IT2022018,4,Artificial Intelligence,91.1
IT2022018,4,Cloud Computing,89.0
IT2022018,4,Data Visualization,82.2
IT2022018,4,Java Programming,92.8
IT2022018,5,Big Data Analytics,86.0
IT2022018,5,Business Intelligence,94.0
IT2022018,5,Cyber Security,82.0
IT2022018,5,Machine Learning,93.0
IT2022019,1,Communication Skills,65.3
IT2022019,1,Digital Electronics,63.1
IT2022019,1,Mathematics I,60.6
IT2022019,1,Python Programming,65.5
IT2022019,2,Data Structures,61.6
IT2022019,2,Database Management Systems,63.6
IT2022019,2,Statistics,63.7
IT2022019,2,Web Development,65.4
IT2022019,3,Computer Networks,61.9
IT2022019,3,Operating Systems,58.7
IT2022019,3,Python for Data Analytics,56.7
IT2022019,3,Software Engineering,67.0
IT2022019,4,Artificial Intelligence,69.6
IT2022019,4,Cloud Computing,68.2
IT2022019,4,Data Visualization,62.8
IT2022019,4,Java Programming,64.1
IT2022019,5,Big Data Analytics,66.0
IT2022019,5,Business Intelligence,60.0
IT2022019,5,Cyber Security,73.0
IT2022019,5,Machine Learning,67.0
IT2022020,1,Communication Skills,78.8
IT2022020,1,Digital Electronics,76.6
IT2022020,1,Mathematics I,78.0
IT2022020,1,Python Programming,81.8
IT2022020,2,Data Structures,79.5
IT2022020,2,Database Management Systems,79.0
IT2022020,2,Statistics,77.5
IT2022020,2,Web Development,83.6
IT2022020,3,Computer Networks,71.3
IT2022020,3,Operating Systems,79.8
IT2022020,3,Python for Data Analytics,77.0
IT2022020,3,Software Engineering,79.7
IT2022020,4,Artificial Intelligence,83.0
IT2022020,4,Cloud Computing,77.8
IT2022020,4,Data Visualization,84.5
IT2022020,4,Java Programming,77.0
IT2022020,5,Big Data Analytics,78.0
IT2022020,5,Business Intelligence,81.0
IT2022020,5,Cyber Security,78.0
IT2022020,5,Machine Learning,75.0
IT2022021,1,Communication Skills,82.3
IT2022021,1,Digital Electronics,83.6
IT2022021,1,Mathematics I,86.8
IT2022021,1,Python Programming,88.1
IT2022021,2,Data Structures,85.4
IT2022021,2,Database Management Systems,86.5
IT2022021,2,Statistics,84.1
IT2022021,2,Web Development,79.4
IT2022021,3,Computer Networks,85.7
IT2022021,3,Operating Systems,82.2
IT2022021,3,Python for Data Analytics,84.5
IT2022021,3,Software Engineering,91.2
IT2022021,4,Artificial Intelligence,92.9
IT2022021,4,Cloud Computing,88.5
IT2022021,4,Data Visualization,86.9
IT2022021,4,Java Programming,84.8
IT2022021,5,Big Data Analytics,92.0
IT2022021,5,Business Intelligence,82.0
IT2022021,5,Cyber Security,88.0
IT2022021,5,Machine Learning,85.0
IT2022022,1,Communication Skills,94.2
IT2022022,1,Digital Electronics,90.4
IT2022022,1,Mathematics I,98.7
IT2022022,1,Python Programming,99.0
IT2022022,2,Data Structures,94.9
IT2022022,2,Database Management Systems,94.9
IT2022022,2,Statistics,95.1
IT2022022,2,Web Development,97.0
IT2022022,3,Computer Networks,93.2
IT2022022,3,Operating Systems,94.1
IT2022022,3,Python for Data Analytics,95.2
IT2022022,3,Software Engineering,95.3
IT2022022,4,Artificial Intelligence,94.7
IT2022022,4,Cloud Computing,99.0
IT2022022,4,Data Visualization,93.3
IT2022022,4,Java Programming,99.0
IT2022022,5,Big Data Analytics,94.0
IT2022022,5,Business Intelligence,94.0
IT2022022,5,Cyber Security,97.0
IT2022022,5,Machine Learning,98.0
IT2022023,1,Communication Skills,85.2
IT2022023,1,Digital Electronics,81.9
IT2022023,1,Mathematics I,84.7
IT2022023,1,Python Programming,82.7
IT2022023,2,Data Structures,83.8
IT2022023,2,Database Management Systems,82.3
IT2022023,2,Statistics,83.8
IT2022023,2,Web Development,86.5
IT2022023,3,Computer Networks,83.2
IT2022023,3,Operating Systems,83.9
IT2022023,3,Python for Data Analytics,80.6
IT2022023,3,Software Engineering,84.6
IT2022023,4,Artificial Intelligence,84.9
IT2022023,4,Cloud Computing,82.3
IT2022023,4,Data Visualization,82.9
IT2022023,4,Java Programming,84.2
IT2022023,5,Big Data Analytics,79.0
IT2022023,5,Business Intelligence,89.0
IT2022023,5,Cyber Security,86.0
IT2022023,5,Machine Learning,78.0
IT2022024,1,Communication Skills,82.6
IT2022024,1,Digital Electronics,78.5
IT2022024,1,Mathematics I,73.0
IT2022024,1,Python Programming,69.7
IT2022024,2,Data Structures,75.4
IT2022024,2,Database Management Systems,77.9
IT2022024,2,Statistics,77.9
IT2022024,2,Web Development,73.6
IT2022024,3,Computer Networks,75.9
IT2022024,3,Operating Systems,81.9
IT2022024,3,Python for Data Analytics,79.9
IT2022024,3,Software Engineering,77.9
IT2022024,4,Artificial Intelligence,76.2
IT2022024,4,Cloud Computing,76.0
IT2022024,4,Data Visualization,76.7
IT2022024,4,Java Programming,78.8
IT2022024,5,Big Data Analytics,70.0
IT2022024,5,Business Intelligence,82.0
IT2022024,5,Cyber Security,78.0
IT2022024,5,Machine Learning,80.0
IT2022025,1,Communication Skills,78.5
IT2022025,1,Digital Electronics,79.2
IT2022025,1,Mathematics I,86.1
IT2022025,1,Python Programming,76.6
IT2022025,2,Data Structures,78.4
IT2022025,2,Database Management Systems,81.8
IT2022025,2,Statistics,81.3
IT2022025,2,Web Development,79.4
IT2022025,3,Computer Networks,79.5
IT2022025,3,Operating Systems,80.6
IT2022025,3,Python for Data Analytics,80.6
IT2022025,3,Software Engineering,82.1
IT2022025,4,Artificial Intelligence,81.2
IT2022025,4,Cloud Computing,76.1
IT2022025,4,Data Visualization,77.1
IT2022025,4,Java Programming,75.3
IT2022025,5,Big Data Analytics,77.0
IT2022025,5,Business Intelligence,75.0
IT2022025,5,Cyber Security,81.0
IT2022025,5,Machine Learning,88.0
IT2022026,1,Communication Skills,79.9
IT2022026,1,Digital Electronics,74.5
IT2022026,1,Mathematics I,83.1
IT2022026,1,Python Programming,77.2
IT2022026,2,Data Structures,77.5
IT2022026,2,Database Management Systems,75.7
IT2022026,2,Statistics,82.9
IT2022026,2,Web Development,75.6
IT2022026,3,Computer Networks,78.8
IT2022026,3,Operating Systems,80.0
IT2022026,3,Python for Data Analytics,76.9
IT2022026,3,Software Engineering,78.2
IT2022026,4,Artificial Intelligence,80.3
IT2022026,4,Cloud Computing,79.6
IT2022026,4,Data Visualization,75.7
IT2022026,4,Java Programming,83.9
IT2022026,5,Big Data Analytics,78.0
IT2022026,5,Business Intelligence,81.0
IT2022026,5,Cyber Security,80.0
IT2022026,5,Machine Learning,73.0
IT2022027,1,Communication Skills,79.1
IT2022027,1,Digital Electronics,79.3
IT2022027,1,Mathematics I,77.5
IT2022027,1,Python Programming,82.2
IT2022027,2,Data Structures,80.1
IT2022027,2,Database Management Systems,80.6
IT2022027,2,Statistics,85.8
IT2022027,2,Web Development,83.7
IT2022027,3,Computer Networks,77.2
IT2022027,3,Operating Systems,82.1
IT2022027,3,Python for Data Analytics,76.2
IT2022027,3,Software Engineering,77.6
IT2022027,4,Artificial Intelligence,80.9
IT2022027,4,Cloud Computing,85.6
IT2022027,4,Data Visualization,81.8
IT2022027,4,Java Programming,79.6
IT2022027,5,Big Data Analytics,80.0
IT2022027,5,Business Intelligence,73.0
IT2022027,5,Cyber Security,88.0
IT2022027,5,Machine Learning,79.0
IT2022028,1,Communication Skills,99.0
IT2022028,1,Digital Electronics,92.7
IT2022028,1,Mathematics I,99.0
IT2022028,1,Python Programming,99.0
IT2022028,2,Data Structures,99.0
IT2022028,2,Database Management Systems,97.2
IT2022028,2,Statistics,99.0
IT2022028,2,Web Development,93.5
IT2022028,3,Computer Networks,97.0
IT2022028,3,Operating Systems,99.0
IT2022028,3,Python for Data Analytics,97.8
IT2022028,3,Software Engineering,96.6
IT2022028,4,Artificial Intelligence,99.0
IT2022028,4,Cloud Computing,93.6
IT2022028,4,Data Visualization,95.7
IT2022028,4,Java Programming,96.5
IT2022028,5,Big Data Analytics,97.0
IT2022028,5,Business Intelligence,96.0
IT2022028,5,Cyber Security,100.0
IT2022028,5,Machine Learning,100.0
IT2022029,1,Communication Skills,89.3
IT2022029,1,Digital Electronics,82.8
IT2022029,1,Mathematics I,85.7
IT2022029,1,Python Programming,90.1
IT2022029,2,Data Structures,90.8
IT2022029,2,Database Management Systems,85.7
IT2022029,2,Statistics,93.5
IT2022029,2,Web Development,85.2
IT2022029,3,Computer Networks,87.0
IT2022029,3,Operating Systems,92.7
IT2022029,3,Python for Data Analytics,79.6
IT2022029,3,Software Engineering,84.2
IT2022029,4,Artificial Intelligence,82.6
IT2022029,4,Cloud Computing,87.1
IT2022029,4,Data Visualization,93.4
IT2022029,4,Java Programming,86.2
IT2022029,5,Big Data Analytics,88.0
IT2022029,5,Business Intelligence,94.0
IT2022029,5,Cyber Security,84.0
IT2022029,5,Machine Learning,84.0
IT2022030,1,Communication Skills,87.7
IT2022030,1,Digital Electronics,90.7
IT2022030,1,Mathematics I,77.0
IT2022030,1,Python Programming,81.1
IT2022030,2,Data Structures,84.3
IT2022030,2,Database Management Systems,86.8
IT2022030,2,Statistics,79.3
IT2022030,2,Web Development,84.4
IT2022030,3,Computer Networks,82.2
IT2022030,3,Operating Systems,86.4
IT2022030,3,Python for Data Analytics,86.2
IT2022030,3,Software Engineering,80.5
IT2022030,4,Artificial Intelligence,83.0
IT2022030,4,Cloud Computing,87.0
IT2022030,4,Data Visualization,83.2
IT2022030,4,Java Programming,87.5
IT2022030,5,Big Data Analytics,87.0
IT2022030,5,Business Intelligence,85.0
IT2022030,5,Cyber Security,82.0
IT2022030,5,Machine Learning,87.0
IT2022031,1,Communication Skills,95.4
IT2022031,1,Digital Electronics,99.0
IT2022031,1,Mathematics I,99.0
IT2022031,1,Python Programming,99.0
IT2022031,2,Data Structures,99.0
IT2022031,2,Database Management Systems,94.0
IT2022031,2,Statistics,94.6
IT2022031,2,Web Development,99.0
IT2022031,3,Computer Networks,93.9
IT2022031,3,Operating Systems,95.8
IT2022031,3,Python for Data Analytics,93.2
IT2022031,3,Software Engineering,99.0
IT2022031,4,Artificial Intelligence,97.7
IT2022031,4,Cloud Computing,96.9
IT2022031,4,Data Visualization,99.0
IT2022031,4,Java Programming,99.0
IT2022031,5,Big Data Analytics,97.0
IT2022031,5,Business Intelligence,100.0
IT2022031,5,Cyber Security,92.0
IT2022031,5,Machine Learning,99.0
IT2022032,1,Communication Skills,80.7
IT2022032,1,Digital Electronics,80.6
IT2022032,1,Mathematics I,75.5
IT2022032,1,Python Programming,73.3
IT2022032,2,Data Structures,84.5
IT2022032,2,Database Management Systems,76.7
IT2022032,2,Statistics,73.9
IT2022032,2,Web Development,81.0
IT2022032,3,Computer Networks,77.8
IT2022032,3,Operating Systems,80.8
IT2022032,3,Python for Data Analytics,78.7
IT2022032,3,Software Engineering,84.9
IT2022032,4,Artificial Intelligence,75.2
IT2022032,4,Cloud Computing,78.0
IT2022032,4,Data Visualization,76.0
IT2022032,4,Java Programming,75.0
IT2022032,5,Big Data Analytics,70.0
IT2022032,5,Business Intelligence,80.0
IT2022032,5,Cyber Security,76.0
IT2022032,5,Machine Learning,83.0
IT2022033,1,Communication Skills,74.2
IT2022033,1,Digital Electronics,77.9
IT2022033,1,Mathematics I,76.7
IT2022033,1,Python Programming,76.8
IT2022033,2,Data Structures,78.2
IT2022033,2,Database Management Systems,78.8
IT2022033,2,Statistics,83.0
IT2022033,2,Web Development,78.8
IT2022033,3,Computer Networks,74.5
IT2022033,3,Operating Systems,75.9
IT2022033,3,Python for Data Analytics,78.6
IT2022033,3,Software Engineering,81.3
IT2022033,4,Artificial Intelligence,75.7
IT2022033,4,Cloud Computing,79.4
IT2022033,4,Data Visualization,76.7
IT2022033,4,Java Programming,75.7
IT2022033,5,Big Data Analytics,81.0
IT2022033,5,Business Intelligence,88.0
IT2022033,5,Cyber Security,73.0
IT2022033,5,Machine Learning,70.0
IT2022034,1,Communication Skills,91.6
IT2022034,1,Digital Electronics,92.3
IT2022034,1,Mathematics I,92.4
IT2022034,1,Python Programming,91.5
IT2022034,2,Data Structures,92.7
IT2022034,2,Database Management Systems,96.2
IT2022034,2,Statistics,94.4
IT2022034,2,Web Development,95.0
IT2022034,3,Computer Networks,94.7
IT2022034,3,Operating Systems,95.7
IT2022034,3,Python for Data Analytics,92.1
IT2022034,3,Software Engineering,97.0
IT2022034,4,Artificial Intelligence,90.6
IT2022034,4,Cloud Computing,91.9
IT2022034,4,Data Visualization,94.1
IT2022034,4,Java Programming,99.0
IT2022034,5,Big Data Analytics,94.0
IT2022034,5,Business Intelligence,96.0
IT2022034,5,Cyber Security,98.0
IT2022034,5,Machine Learning,91.0
IT2022035,1,Communication Skills,84.4
IT2022035,1,Digital Electronics,81.6
IT2022035,1,Mathematics I,83.6
IT2022035,1,Python Programming,77.7
IT2022035,2,Data Structures,83.3
IT2022035,2,Database Management Systems,74.7
IT2022035,2,Statistics,78.8
IT2022035,2,Web Development,83.4
IT2022035,3,Computer Networks,86.7
IT2022035,3,Operating Systems,82.0
IT2022035,3,Python for Data Analytics,80.5
IT2022035,3,Software Engineering,81.9
IT2022035,4,Artificial Intelligence,79.9
IT2022035,4,Cloud Computing,81.5
IT2022035,4,Data Visualization,80.2
IT2022035,4,Java Programming,76.9
IT2022035,5,Big Data Analytics,76.0
IT2022035,5,Business Intelligence,77.0
IT2022035,5,Cyber Security,82.0
IT2022035,5,Machine Learning,85.0
IT2022036,1,Communication Skills,68.9
IT2022036,1,Digital Electronics,69.7
IT2022036,1,Mathematics I,68.5
IT2022036,1,Python Programming,72.1
IT2022036,2,Data Structures,69.2
IT2022036,2,Database Management Systems,72.7
IT2022036,2,Statistics,71.5
IT2022036,2,Web Development,72.9
IT2022036,3,Computer Networks,67.2
IT2022036,3,Operating Systems,63.6
IT2022036,3,Python for Data Analytics,78.1
IT2022036,3,Software Engineering,72.5
IT2022036,4,Artificial Intelligence,67.2
IT2022036,4,Cloud Computing,69.4
IT2022036,4,Data Visualization,73.4
IT2022036,4,Java Programming,68.7
IT2022036,5,Big Data Analytics,63.0
IT2022036,5,Business Intelligence,80.0
IT2022036,5,Cyber Security,80.0
IT2022036,5,Machine Learning,60.0
IT2022037,1,Communication Skills,72.0
IT2022037,1,Digital Electronics,71.7
IT2022037,1,Mathematics I,77.5
IT2022037,1,Python Programming,71.7
IT2022037,2,Data Structures,76.9
IT2022037,2,Database Management Systems,74.2
IT2022037,2,Statistics,72.6
IT2022037,2,Web Development,73.8
IT2022037,3,Computer Networks,75.4
IT2022037,3,Operating Systems,73.4
IT2022037,3,Python for Data Analytics,77.7
IT2022037,3,Software Engineering,72.9
IT2022037,4,Artificial Intelligence,78.1
IT2022037,4,Cloud Computing,72.7
IT2022037,4,Data Visualization,71.9
IT2022037,4,Java Programming,81.4
IT2022037,5,Big Data Analytics,71.0
IT2022037,5,Business Intelligence,73.0
IT2022037,5,Cyber Security,70.0
IT2022037,5,Machine Learning,87.0
IT2022038,1,Communication Skills,90.6
IT2022038,1,Digital Electronics,85.8
IT2022038,1,Mathematics I,88.5
IT2022038,1,Python Programming,85.2
IT2022038,2,Data Structures,89.0
IT2022038,2,Database Management Systems,86.8
IT2022038,2,Statistics,86.5
IT2022038,2,Web Development,87.2
IT2022038,3,Computer Networks,81.0
